,N,P,K,temperature,rainfall,label
264,52,73,79,17.25769499,94.00287214,chickpea
265,29,75,75,19.62416326,88.4585692,chickpea
266,44,59,78,20.67526473,84.78344008,chickpea
267,41,69,82,20.02381489,68.97806542,chickpea
268,52,56,85,20.118744600000007,88.68168643,chickpea
269,34,76,80,20.65691793,65.23811143,chickpea
270,42,74,83,19.2582557,65.78042032,chickpea
271,34,71,79,17.927806,74.63872762,chickpea
272,27,73,79,19.16288268,82.69766829,chickpea
273,30,70,79,20.26942271,69.64449182,chickpea
274,57,57,75,17.09104223,87.27444866,chickpea
275,27,79,82,17.06579293,70.87150577,chickpea
276,32,71,85,20.62767492,92.06630306,chickpea
277,31,76,82,20.8248451,79.20509212,chickpea
278,33,75,84,19.46210401,68.81405149,chickpea
279,47,80,77,17.18248372,72.85017344,chickpea
280,54,62,80,17.48911699,79.45758333,chickpea
281,47,79,78,17.48395377,65.11365631,chickpea
282,35,57,83,19.48316794,80.4986291,chickpea
283,53,73,77,19.71359733,73.64476535,chickpea
284,45,61,78,19.48649305,81.52842690000001,chickpea
285,37,78,79,19.95264829,88.6810311,chickpea
286,30,75,81,19.41789736,68.4951189,chickpea
287,37,55,82,19.45591848,78.44910564,chickpea
288,53,65,76,20.19137759,77.33795356,chickpea
289,22,60,85,18.8392908,94.78189594,chickpea
290,60,61,78,20.71219282,94.03659867,chickpea
291,42,67,77,18.99424448,78.69707199,chickpea
292,39,76,76,19.96837462,69.15759062,chickpea
293,35,63,76,17.81564548,90.82097601,chickpea
294,30,65,82,20.71424384,76.77888672,chickpea
295,57,56,78,17.34150229,67.9545435,chickpea
296,48,65,78,17.43732714,73.0926704,chickpea
297,36,56,83,18.89780215,69.09512477,chickpea
298,40,58,75,18.59190771,89.60982451,chickpea
299,49,69,82,18.31561493,81.78710463,chickpea
300,13,60,25,17.13692774,128.256862,kidneybeans
301,25,70,16,19.63474332,106.3598183,kidneybeans
302,31,55,22,22.91350245,109.225556,kidneybeans
303,40,64,16,16.43340342,140.3717815,kidneybeans
304,2,61,20,22.13974653,76.64128258,kidneybeans
305,26,65,22,17.84806561,143.09841709999995,kidneybeans
306,17,57,21,19.88394011,60.91974792,kidneybeans
307,26,80,18,19.32509638,104.7783947,kidneybeans
308,17,59,17,18.416700100000003,132.9801054,kidneybeans
309,27,59,22,21.81167649,130.0608093,kidneybeans
310,28,58,24,19.72702528,143.7630894,kidneybeans
311,25,57,19,17.15432954,87.99669731,kidneybeans
312,28,80,17,19.62207826,144.1567454,kidneybeans
313,25,60,22,21.63149148,134.3649948,kidneybeans
314,12,78,23,16.06522754,88.06638775,kidneybeans
315,6,77,25,20.61162204,69.63833855,kidneybeans
316,22,79,17,21.42451099,116.5206923,kidneybeans
317,27,80,15,19.07096165,86.21917578,kidneybeans
318,10,55,23,21.18853178,137.1948633,kidneybeans
319,23,65,20,23.0429097,108.3684316,kidneybeans
320,19,78,16,20.65375833,67.71768947,kidneybeans
321,19,65,25,18.09551014,144.7902323,kidneybeans
322,22,70,19,18.23775702,69.44951585,kidneybeans
323,37,64,22,17.48189735,121.9401369,kidneybeans
324,11,71,17,19.9191786,82.68554379,kidneybeans
325,18,79,20,20.27514686,139.7521543,kidneybeans
326,21,63,17,15.77370214,108.3441414,kidneybeans
327,24,80,22,16.71170642,96.77285817,kidneybeans
328,34,60,22,17.66148158,100.6711761,kidneybeans
329,16,75,21,18.50692825,87.05132890000002,kidneybeans
330,17,77,23,24.51324787,64.19497947,kidneybeans
331,37,72,18,18.87614998,105.4120514,kidneybeans
332,40,73,20,21.59343016,61.13872036,kidneybeans
333,9,77,17,20.12373284,106.158201,kidneybeans
334,1,62,23,15.43546065,139.0302034,kidneybeans
335,33,59,22,22.64236876,122.3886015,kidneybeans
336,23,59,19,21.98560799,129.5650601,kidneybeans
337,6,62,22,20.53052663,120.4509288,kidneybeans
338,25,63,20,15.78601387,95.17028129,kidneybeans
339,7,79,23,19.6365349,96.65888933,kidneybeans
340,8,72,17,20.57341244,87.87869161,kidneybeans
341,27,64,15,20.16080524,138.2362122,kidneybeans
342,28,66,23,21.53989176,120.6913038,kidneybeans
343,32,57,18,15.53834801,107.3850593,kidneybeans
344,27,56,22,19.91853092,108.6434544,kidneybeans
345,17,77,24,20.76952209,109.0193712,kidneybeans
346,0,65,15,23.46168338,95.84253438,kidneybeans
347,13,72,21,24.32116642,60.27552528,kidneybeans
348,34,60,23,20.12574053,100.0497183,kidneybeans
349,9,80,19,21.80619564,125.0972687,kidneybeans
350,11,72,20,19.52226241,113.334026,kidneybeans
351,3,67,24,17.00067625,103.2926407,kidneybeans
352,35,69,23,16.78791503,75.45328039,kidneybeans
353,3,77,25,24.84906168,62.21292186,kidneybeans
354,23,62,19,16.51783455,98.77794225,kidneybeans
355,22,71,17,18.15300153,107.6907964,kidneybeans
356,31,79,25,23.18864385,63.38208822,kidneybeans
357,34,59,18,23.38002569,87.66898664,kidneybeans
358,12,63,17,18.358923,138.414764,kidneybeans
359,27,56,20,19.25975367,94.9533526,kidneybeans
360,7,63,24,22.95458237,107.7315386,kidneybeans
361,24,67,22,20.120043,104.6252153,kidneybeans
362,11,71,24,21.14011423,141.6056722,kidneybeans
363,37,74,15,24.92360104,62.7089169,kidneybeans
364,25,76,24,15.33042636,135.3315583,kidneybeans
365,34,66,17,18.81097271,125.084915,kidneybeans
366,20,69,15,23.44260668,107.4137246,kidneybeans
367,37,65,16,22.8352024,63.59276673,kidneybeans
368,18,74,15,24.9035819,146.4727237,kidneybeans
369,4,67,25,23.78709569,119.6404412,kidneybeans
370,37,56,25,22.05592283,126.7265372,kidneybeans
371,5,59,15,18.87492997,134.1811718,kidneybeans
372,11,61,21,18.62328774,135.33780330000002,kidneybeans
373,22,80,20,23.00884744,100.118612,kidneybeans
374,12,61,19,19.33162606,68.51253427,kidneybeans
375,5,74,21,16.24469193,66.97053257,kidneybeans
376,27,69,22,17.91652287,69.14681022,kidneybeans
377,31,75,18,15.46789263,88.88796102,kidneybeans
378,36,68,20,17.06104474,81.83420522,kidneybeans
379,5,65,16,21.32776028,109.1013261,kidneybeans
380,32,79,15,23.90910104,81.60211243,kidneybeans
381,11,78,22,23.89756791,112.6616435,kidneybeans
382,0,55,22,22.98666928,143.85849380000005,kidneybeans
383,14,59,15,21.35135729,146.4548645,kidneybeans
384,29,68,23,24.1638445,116.7324324,kidneybeans
385,32,68,19,24.62835037,149.7441028,kidneybeans
386,17,64,17,21.02213209,124.6118471,kidneybeans
387,13,69,19,17.30844532,115.199245,kidneybeans
388,14,67,22,23.82576704,84.64143632,kidneybeans
389,9,69,20,19.30607278,129.3449326,kidneybeans
390,20,73,22,16.03768615,130.3900798,kidneybeans
391,40,78,20,19.18572809,80.15293435,kidneybeans
392,27,72,23,19.92889503,64.02640797,kidneybeans
393,14,67,15,19.56376468,139.2921004,kidneybeans
394,7,56,18,18.31357543,76.14153904,kidneybeans
395,27,65,18,20.10993761,73.36386477,kidneybeans
396,30,63,16,23.60506572,100.5978728,kidneybeans
397,37,70,25,19.73136909,84.06354115,kidneybeans
398,27,63,19,20.93409877,133.1914419,kidneybeans
399,22,60,24,18.78226261,104.2570723,kidneybeans
400,3,72,24,36.51268371,122.6539694,pigeonpeas
401,40,59,23,36.89163721,163.7266551,pigeonpeas
402,33,73,23,29.23540524,103.3301803,pigeonpeas
403,27,57,24,27.33534897,142.33036769999995,pigeonpeas
404,10,79,18,21.0643684,184.6226709,pigeonpeas
405,30,75,25,30.33276599,149.299952,pigeonpeas
406,40,70,20,31.80130272,147.03614419999997,pigeonpeas
407,38,55,19,33.18184225,198.8298806,pigeonpeas
408,35,58,20,29.38538562,90.05422663,pigeonpeas
409,38,61,21,30.27374995,127.7767134,pigeonpeas
410,33,58,24,35.45790488,108.6333046,pigeonpeas
411,16,56,17,33.80020039,176.6165894,pigeonpeas
412,31,72,17,28.69180475,96.36222901,pigeonpeas
413,16,80,20,31.24021696,122.0146733,pigeonpeas
414,27,72,17,28.98039357,120.7435664,pigeonpeas
415,40,62,19,27.32198928,96.51524028,pigeonpeas
416,18,58,16,21.47607807,180.382234,pigeonpeas
417,3,68,16,18.31910448,107.4721605,pigeonpeas
418,26,67,24,36.97794384,161.48129630000005,pigeonpeas
419,16,70,20,24.80467592,121.5639121,pigeonpeas
420,24,63,19,19.3479443,194.5921148,pigeonpeas
421,9,76,25,28.88302142,179.2155874,pigeonpeas
422,16,55,19,19.54314136,192.4372194,pigeonpeas
423,28,75,21,24.7741949,114.2821387,pigeonpeas
424,16,71,24,18.33124824,139.64833169999997,pigeonpeas
425,24,70,21,19.14729038,132.7748215,pigeonpeas
426,38,72,21,28.23416057,186.5008581,pigeonpeas
427,9,66,21,30.11812084,157.0858232,pigeonpeas
428,34,56,17,33.4126864,139.6702541,pigeonpeas
429,1,76,19,24.18553163,177.3377996,pigeonpeas
430,6,69,19,26.88630675,94.46748008,pigeonpeas
431,26,73,21,31.33170829,161.7820226,pigeonpeas
432,27,61,18,33.30711818,108.5090168,pigeonpeas
433,27,71,23,23.45379018,150.87122019999995,pigeonpeas
434,36,61,21,34.53823889,168.5948318,pigeonpeas
435,17,73,18,19.50112224,197.3752649,pigeonpeas
436,26,72,22,28.76794904,91.72084869,pigeonpeas
437,17,64,16,30.97758716,180.716828,pigeonpeas
438,14,74,19,18.39759147,93.12330644,pigeonpeas
439,39,60,15,35.09357419,116.9106908,pigeonpeas
440,6,66,15,34.93174223,159.2649827,pigeonpeas
441,8,59,18,29.50523036,187.8961851,pigeonpeas
442,2,67,18,34.51934775,129.0064612,pigeonpeas
443,1,76,17,28.43430726,147.0414824,pigeonpeas
444,16,73,19,18.41645629,163.27474730000003,pigeonpeas
445,23,75,25,31.07508973,91.31256412,pigeonpeas
446,32,70,20,20.89342749,195.5697875,pigeonpeas
447,28,59,22,30.90607799,170.99198280000005,pigeonpeas
448,5,62,23,27.9348279,145.3728801,pigeonpeas
449,36,67,25,35.95176642,136.0456753,pigeonpeas
450,1,66,23,19.54317155,173.1686574,pigeonpeas
451,24,73,20,19.63736208,176.4134092,pigeonpeas
452,17,67,18,31.2192752,129.20286529999998,pigeonpeas
453,5,55,18,33.50876355,126.6738117,pigeonpeas
454,5,56,24,24.80710166,188.4928637,pigeonpeas
455,37,77,17,36.20970524,191.0658531,pigeonpeas
456,13,73,20,30.50420876,162.59277230000004,pigeonpeas
457,6,63,23,26.01630259,160.33374469999995,pigeonpeas
458,16,77,22,31.48469278,100.546816,pigeonpeas
459,25,64,20,33.15122581,105.03802749999998,pigeonpeas
460,34,75,24,23.50222822,192.3023991,pigeonpeas
461,20,77,23,34.87248659,148.25027859999997,pigeonpeas
462,35,80,25,28.09269012,197.1144011,pigeonpeas
463,14,75,24,24.54757829,118.3606557,pigeonpeas
464,36,80,21,33.64769646,100.4673278,pigeonpeas
465,7,77,18,20.5591255,191.0895109,pigeonpeas
466,29,78,25,19.95991719,195.787103,pigeonpeas
467,30,60,21,28.87667593,182.2688175,pigeonpeas
468,20,74,16,36.04353699,159.8938645,pigeonpeas
469,19,57,23,23.6734328,141.12507219999995,pigeonpeas
470,3,60,19,25.74679443,100.7791633,pigeonpeas
471,5,77,19,31.08564994,175.9303271,pigeonpeas
472,5,68,20,18.72987676,139.8710041,pigeonpeas
473,37,73,21,29.50304807,189.5208915,pigeonpeas
474,9,59,24,20.43517772,137.22796619999997,pigeonpeas
475,20,72,15,36.00415838,134.8596466,pigeonpeas
476,31,56,23,31.46846241,174.5723999,pigeonpeas
477,0,70,21,36.30049702,101.6073988,pigeonpeas
478,21,74,15,29.49096726,153.2504506,pigeonpeas
479,13,67,18,30.5753044,177.5764304,pigeonpeas
480,27,74,20,24.69487673,91.95792434,pigeonpeas
481,29,72,24,23.17409556,162.5931264,pigeonpeas
482,5,68,20,19.04380471,155.3705624,pigeonpeas
483,39,57,19,29.32379604,165.4113371,pigeonpeas
484,22,62,16,34.6455408,180.9009998,pigeonpeas
485,18,55,23,21.9989826,136.82743119999998,pigeonpeas
486,39,77,21,22.99774444,159.689339,pigeonpeas
487,13,75,20,30.55992394,178.8998611,pigeonpeas
488,27,71,24,31.46417866,165.40535400000005,pigeonpeas
489,26,64,22,25.95058595,109.1821183,pigeonpeas
490,23,55,16,21.01142393,185.2039114,pigeonpeas
491,4,69,19,19.25100056,149.063196,pigeonpeas
492,20,67,19,19.24462755,180.6465282,pigeonpeas
493,7,74,17,22.47253208,96.74706956,pigeonpeas
494,17,64,18,36.75087487,124.6028153,pigeonpeas
495,35,71,17,29.89286629,198.1403003,pigeonpeas
496,11,72,22,29.37735586,172.40168,pigeonpeas
497,20,60,22,29.65052947,186.9226052,pigeonpeas
498,10,71,18,19.54284889,173.11069819999997,pigeonpeas
499,33,61,24,20.04611791,122.4564203,pigeonpeas
500,3,49,18,27.91095209,32.67891866,mothbeans
501,22,59,23,27.32220619,36.5037914,mothbeans
502,36,58,25,28.66024187,36.92629678,mothbeans
503,4,43,18,29.02955344,72.98016599,mothbeans
504,29,54,16,27.78031515,32.05025323,mothbeans
505,32,43,22,31.99928579,71.6266696,mothbeans
506,14,55,15,27.33580911,73.44775287,mothbeans
507,5,35,20,28.92952635,66.35634104,mothbeans
508,25,57,24,27.65472156,36.94255012,mothbeans
509,11,53,24,28.52396666,61.32935611,mothbeans
510,40,49,17,31.02215872,53.56783314,mothbeans
511,38,56,25,25.74095321,67.43488235,mothbeans
512,27,43,23,31.70447482,44.94317432,mothbeans
513,24,38,22,24.47876451,34.96933295,mothbeans
514,23,45,21,31.46511256,74.44330654,mothbeans
515,29,57,20,25.60973447,53.39249517,mothbeans
516,31,35,23,30.30260453,68.04039813,mothbeans
517,0,55,25,28.17489437,45.78172762,mothbeans
518,7,45,22,25.50634557,74.32635105,mothbeans
519,17,58,25,31.12896766,32.76742894,mothbeans
520,11,44,17,26.34043268,35.1051197,mothbeans
521,22,49,22,28.23494706,72.66666443,mothbeans
522,9,51,19,27.04453473,48.25207759,mothbeans
523,28,48,15,25.16125354,40.89732789,mothbeans
524,26,50,19,27.3179125,32.55919573,mothbeans
525,36,56,20,25.4123765,31.87416982,mothbeans
526,8,60,18,31.21629982,53.1205277,mothbeans
527,24,37,21,30.573999,62.74803826,mothbeans
528,22,43,24,25.42517036,46.19374559,mothbeans
529,36,43,24,27.09400578,41.53749535,mothbeans
530,22,44,24,24.30935081,58.99536268,mothbeans
531,17,43,22,30.06142622,41.0550915,mothbeans
532,8,45,15,28.09568993,33.84110759,mothbeans
533,7,56,23,26.33908791,55.50429227,mothbeans
534,36,57,16,28.61409059,57.02891698,mothbeans
535,11,45,19,28.70012137,44.11622138,mothbeans
536,6,36,22,24.21610338,42.24783476,mothbeans
537,17,57,20,28.50677929,66.1761456,mothbeans
538,4,47,20,25.97948991,72.19245835,mothbeans
539,9,49,16,30.88482722,55.053805,mothbeans
540,25,51,24,25.5042419,65.07981523,mothbeans
541,36,44,21,25.12528913,38.48678973,mothbeans
542,21,38,20,27.10508014,62.20279647,mothbeans
543,37,57,20,31.1006247,70.79934452,mothbeans
544,32,48,18,26.45707778,64.16167699,mothbeans
545,29,44,20,30.04132304,31.83192392,mothbeans
546,25,51,18,27.77799528,50.28438729,mothbeans
547,10,44,24,30.99256944,58.27600682,mothbeans
548,23,35,18,26.4908332,36.99362831,mothbeans
549,9,60,23,31.96987867,64.25520357,mothbeans
